FISCAL YEAR,CATEGORY,AGENCY,APPROPRIATED FUND,COMPTROLLER OBJECT,AMOUNT
2016,Education,Angelo State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,($0)
2016,Education,Angelo State University,0227 - Gr Acct-Angelo State Univ Curr,7503 - Telecommunications – Long Distance,$0
2016,Education,Sam Houston State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,114"
2016,Education,Sam Houston State University,0259 - Gr Acct-Sam Houston St Unv Cur,7503 - Telecommunications – Long Distance,"$3,103"
2016,Education,Sam Houston State University,0581 - Gr Acct-B Blackwood Law Enf Mng Inst,7503 - Telecommunications – Long Distance,"$6,289"
2016,Education,Sam Houston State University,5083 - Gr Acct-Corr Mngmt Inst & Crim Justice C,7503 - Telecommunications – Long Distance,$888
2016,Education,Texas A&M AgriLife Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$10,867"
2016,Education,Texas A&M AgriLife Research,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,671"
2016,Education,Texas A&M Engineering Experiment Station,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$106
2016,Education,Texas A&M Engineering Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,023"
2016,Education,Texas A&M Forest Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,876"
2016,Education,Texas A&M Forest Service,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,"$8,377"
2016,Education,Texas A&M Forest Service,5064 - Gr Acct - Volunteer Fire Dept Assistance,7503 - Telecommunications – Long Distance,"$1,253"
2016,Education,Texas A&M Forest Service,5066 - Gr Acct-Rural Volunteer Fire Dept Insura,7503 - Telecommunications – Long Distance,$826
2016,Education,Texas A&M University (Main University),0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$430
2016,Education,Texas A&M University System,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$51
2016,Education,Texas A&M University System,0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,"$7,686"
2016,Education,Texas A&M University System Health Science Center,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$5,715"
2016,Education,Texas A&M University System Health Science Center,0289 - Gr Acct-Tx A&M Univ-System Hsc,7503 - Telecommunications – Long Distance,$351
2016,Education,Texas A&M University System Health Science Center,0818 - Permanent Endowment Fund Tx A&M Hsc,7503 - Telecommunications – Long Distance,$780
2016,Education,Texas A&M University-Corpus Christi,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,872"
2016,Education,Texas A&M University-Kingsville,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$322
2016,Education,Texas A&M Veterinary Medical Diagnostic Laboratory,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$8,876"
2016,Education,Texas Education Agency,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$794
2016,Education,Texas Education Agency,0003 - State Technology Instructional Materials,7503 - Telecommunications – Long Distance,$12
2016,Education,Texas Education Agency,0044 - Permanent School Fund,7503 - Telecommunications – Long Distance,$211
2016,Education,Texas Education Agency,0148 - Gr Acct-Fed Health/Ed/Welfare,7503 - Telecommunications – Long Distance,"$1,400"
2016,Education,Texas Higher Education Coordinating Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,394"
2016,Education,Texas School for the Blind and Visually Impaired,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$547
2016,Education,Texas State Technical College System,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$16,966"
2016,Education,Texas State Technical College System,0237 - Gr Acct-Tx St Tech Coll Sys Curr,7503 - Telecommunications – Long Distance,$1
2016,Education,University of Houston-Clear Lake,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$60
2016,Education,University of Houston-Clear Lake,0229 - Gr Acct-U Of H Clear Lake Curr,7503 - Telecommunications – Long Distance,$297
2016,Education,University of North Texas,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$1
2016,Education,University of North Texas Health Science Center at Fort Worth,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,042"
2016,Education,University of Texas at Austin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,020"
2016,Education,University of Texas at Austin,0011 - Available University Fund,7503 - Telecommunications – Long Distance,"$5,521"
2016,Education,University of Texas at Austin,0248 - Gr Acct-Univ Tx At Austin Curr,7503 - Telecommunications – Long Distance,$418
2016,Education,University of Texas at El Paso,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$0
2016,Education,University of Texas at El Paso,0817 - Permanent Endowment Fund Ut At El Paso,7503 - Telecommunications – Long Distance,$2
2016,Education,University of Texas Medical Branch at Galveston,0810 - Permanent Health Fund For Higher Ed,7503 - Telecommunications – Long Distance,$853
2016,Education,University of Texas Medical Branch at Galveston,0814 - Perm Endowmt Fd Ut Med Branch Galveston,7503 - Telecommunications – Long Distance,$165
2016,Education,University of Texas of the Permian Basin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$6,045"
2016,Education,University of Texas of the Permian Basin,0251 - Gr Acct-Ut Permian Basin Curr,7503 - Telecommunications – Long Distance,$401
2016,Education,University of Texas Southwestern Medical Center,0813 - Perm Endowmt Fd Utsw Medical Center,7503 - Telecommunications – Long Distance,$118
2016,Education,University of Texas System,0011 - Available University Fund,7503 - Telecommunications – Long Distance,$467
2016,Education,West Texas A&M University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$11,392"
2016,Education,West Texas A&M University,0263 - Gr Acct-West Tex A&M University Current,7503 - Telecommunications – Long Distance,"$10,709"
2016,Employee Benefits,Employees Retirement System of Texas,0929 - Social Security Admin Tr Acct,7503 - Telecommunications – Long Distance,$56
2016,Employee Benefits,Employees Retirement System of Texas,0943 - St Emp Cafeteria Plan Tr Fd,7503 - Telecommunications – Long Distance,$265
2016,Employee Benefits,Employees Retirement System of Texas,"0945 - Def Compensation Trust Fd, Ers",7503 - Telecommunications – Long Distance,$76
2016,Employee Benefits,Employees Retirement System of Texas,0946 - Texasaver Trust Fund,7503 - Telecommunications – Long Distance,$140
2016,Employee Benefits,Employees Retirement System of Texas,0955 - S.E.R.S. Trust Account,7503 - Telecommunications – Long Distance,"$45,456"
2016,Employee Benefits,Employees Retirement System of Texas,0973 - Employee Ins Benefit Trust Acct,7503 - Telecommunications – Long Distance,"$5,627"
2016,Employee Benefits,Employees Retirement System of Texas,0977 - Law Enf/Cust Off Supp Retmt Fd,7503 - Telecommunications – Long Distance,$936
2016,Employee Benefits,Employees Retirement System of Texas,0993 - Jud Ret Sys-Plan Two Trust Fd,7503 - Telecommunications – Long Distance,$141
2016,General Government,Attorney General,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$36,312"
2016,General Government,Attorney General,0006 - State Highway Fund,7503 - Telecommunications – Long Distance,$15
2016,General Government,Attorney General,0469 - Gr Acct-Comp To Victims Of Crime,7503 - Telecommunications – Long Distance,$820
2016,General Government,Comptroller of Public Accounts,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$956
2016,General Government,Court of Appeals-Eighth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$164
2016,General Government,Court of Appeals-Fifth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,245"
2016,General Government,Court of Appeals-Seventh Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$183
2016,General Government,Court of Appeals-Tenth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$152
2016,General Government,Court of Appeals-Twelfth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$102
2016,General Government,Governor-Executive,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$181
2016,General Government,Governor-Fiscal,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$795
2016,General Government,Governor-Fiscal,0224 - Gr Acct-Governors Ofc Federal Proj,7503 - Telecommunications – Long Distance,$3
2016,General Government,Governor-Fiscal,0421 - Gr Acct-Crim Justice Planning,7503 - Telecommunications – Long Distance,$14
2016,General Government,Governor-Fiscal,5003 - Gr Acct-Hotel Occ Tax For Economic Devel,7503 - Telecommunications – Long Distance,$41
2016,General Government,Governor-Fiscal,5106 - Gr Acct - Economic Dev Bank,7503 - Telecommunications – Long Distance,$135
2016,General Government,Governor-Fiscal,5161 - Gr-Acct Governor'S Univ Research Initive,7503 - Telecommunications – Long Distance,$7
2016,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$217
2016,General Government,Office of Capital and Forensic Writs,5073 - Gr Acct-Fair Defense,7503 - Telecommunications – Long Distance,$27
2016,General Government,Office of Court Administration,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$3
2016,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$342
2016,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,649"
2016,General Government,Texas Commission on the Arts,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$569
2016,General Government,Texas Department of Housing and Community Affairs,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,085"
2016,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$690
2016,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,$45
2016,General Government,Texas State Library and Archives Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$865
2016,General Government,Texas State Library and Archives Commission,0118 - Gr Acct-Fed Pub Library Svc,7503 - Telecommunications – Long Distance,$202
2016,Health and Human Services,Department of Aging and Disability Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,014"
2016,Health and Human Services,Department of Family and Protective Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$97,543"
2016,Health and Human Services,Department of State Health Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,029"
2016,Health and Human Services,Department of State Health Services,0273 - Gr Acct-Fed Health & Health Lab Funding,7503 - Telecommunications – Long Distance,$45
2016,Health and Human Services,Department of State Health Services,5022 - Gr Acct - Oysters Sales,7503 - Telecommunications – Long Distance,$207
2016,Health and Human Services,Department of State Health Services,5024 - Gr Acct-Food & Drug Registration,7503 - Telecommunications – Long Distance,$72
2016,Health and Human Services,Department of State Health Services,5045 - Gr Acct-Perm Fd Children & Public Health,7503 - Telecommunications – Long Distance,$88
2016,Health and Human Services,Health and Human Services Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$144,278"
2016,Health and Human Services,Texas Veterans Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,330"
2016,Health and Human Services,Texas Veterans Commission,0368 - Fund For Veterans' Assistance,7503 - Telecommunications – Long Distance,$29
2016,Health and Human Services,Texas Workforce Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$19
2016,Health and Human Services,Texas Workforce Commission,0165 - Gr Acct-Unemp Comp Spec Admin,7503 - Telecommunications – Long Distance,$19
2016,Health and Human Services,Texas Workforce Commission,5026 - Gr Acct-Workforce Commission Federal,7503 - Telecommunications – Long Distance,$570
2016,Natural Resources/Recreational Services,Department of Agriculture,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$328
2016,Natural Resources/Recreational Services,General Land Office,0027 - Gr Acct-Coastal Protection,7503 - Telecommunications – Long Distance,$184
2016,Natural Resources/Recreational Services,General Land Office,0044 - Permanent School Fund,7503 - Telecommunications – Long Distance,"$5,081"
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$32
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,"0009 - Gr Account-Game, Fish, Water Safety",7503 - Telecommunications – Long Distance,"$3,323"
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,0064 - Gr Acct-State Parks,7503 - Telecommunications – Long Distance,"$1,554"
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,0802 - License Plate Trust Fund,7503 - Telecommunications – Long Distance,$7
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,7654 - Tpfa Go Cml Papr Ser2008 Tpwd Proj 1c Fd,7503 - Telecommunications – Long Distance,$2
2016,Natural Resources/Recreational Services,Parks and Wildlife Department,7659 - Tpfa Go Cml Papr Ser2008 Tpwd Proj 1d Fd,7503 - Telecommunications – Long Distance,$9
2016,Natural Resources/Recreational Services,Railroad Commission of Texas,5155 - Gr Acct - Oil And Gas Regult And Cleanup,7503 - Telecommunications – Long Distance,"$2,052"
2016,Natural Resources/Recreational Services,Soil and Water Conservation Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,763"
2016,Natural Resources/Recreational Services,Texas Commission on Environmental Quality,0549 - Gr Acct-Waste Management,7503 - Telecommunications – Long Distance,"$3,177"
2016,Natural Resources/Recreational Services,Texas Commission on Environmental Quality,0550 - Gr Acct-Haz & Sol Waste Rem Fees,7503 - Telecommunications – Long Distance,$306
2016,Public Safety and Corrections,Texas Department of Criminal Justice,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$27,666"
2016,Public Safety and Corrections,Texas Department of Public Safety,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$11,826"
2016,Public Safety and Corrections,Texas Department of Public Safety,0006 - State Highway Fund,7503 - Telecommunications – Long Distance,$514
2016,Public Safety and Corrections,Texas Department of Public Safety,0092 - Gr Acct-Federal Disaster,7503 - Telecommunications – Long Distance,$1
2016,Public Safety and Corrections,Texas Department of Public Safety,0501 - Gr Acct-Motorcycle Education,7503 - Telecommunications – Long Distance,$0
2016,Public Safety and Corrections,Texas Juvenile Justice Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,457"
2016,Public Safety and Corrections,Texas Military Department,0449 - Gr Acct-Texas Military,7503 - Telecommunications – Long Distance,$12
2016,Regulatory Services,Board of Plumbing Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$11
2016,Regulatory Services,State Securities Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$429
2016,Regulatory Services,Texas Alcoholic Beverage Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$134
2016,Regulatory Services,Texas Board of Chiropractic Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,($570)
2016,Regulatory Services,Texas Board of Nursing,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$253
2016,Regulatory Services,Texas Department of Banking,1008 - Tx Dept Of Banking Local Operating Fund,7503 - Telecommunications – Long Distance,$683
2016,Regulatory Services,Texas Department of Insurance,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,"$3,150"
2016,Regulatory Services,Texas Department of Licensing and Regulation,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$670
2016,Regulatory Services,Texas Medical Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$452
2016,Regulatory Services,Texas Medical Board,5105 - Gr Acct - Public Assurance,7503 - Telecommunications – Long Distance,$13
2016,Regulatory Services,Texas Real Estate Commission,1005 - Tx Real Estate Comm Local Operating Fund,7503 - Telecommunications – Long Distance,$47
2016,Regulatory Services,Texas State Board of Pharmacy,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$26
2016,Transportation,Texas Department of Motor Vehicles,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$922
2016,Transportation,Texas Department of Transportation,0006 - State Highway Fund,7503 - Telecommunications – Long Distance,"$11,136"
2017,Education,Sam Houston State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$91
2017,Education,Sam Houston State University,0259 - Gr Acct-Sam Houston St Unv Cur,7503 - Telecommunications – Long Distance,"$2,479"
2017,Education,Sam Houston State University,0581 - Gr Acct-B Blackwood Law Enf Mng Inst,7503 - Telecommunications – Long Distance,"$2,042"
2017,Education,Sam Houston State University,5083 - Gr Acct-Corr Mngmt Inst & Crim Justice C,7503 - Telecommunications – Long Distance,$888
2017,Education,Texas A&M AgriLife Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$9,344"
2017,Education,Texas A&M AgriLife Research,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$7,652"
2017,Education,Texas A&M Engineering Experiment Station,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$59
2017,Education,Texas A&M Engineering Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,461"
2017,Education,Texas A&M Forest Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,379"
2017,Education,Texas A&M Forest Service,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,"$13,767"
2017,Education,Texas A&M Forest Service,5064 - Gr Acct - Volunteer Fire Dept Assistance,7503 - Telecommunications – Long Distance,"$2,567"
2017,Education,Texas A&M Forest Service,5066 - Gr Acct-Rural Volunteer Fire Dept Insura,7503 - Telecommunications – Long Distance,$499
2017,Education,Texas A&M University (Main University),0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$72
2017,Education,Texas A&M University System,0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,"$4,766"
2017,Education,Texas A&M University System Health Science Center,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$18,497"
2017,Education,Texas A&M University System Health Science Center,0289 - Gr Acct-Tx A&M Univ-System Hsc,7503 - Telecommunications – Long Distance,$401
2017,Education,Texas A&M University System Health Science Center,0810 - Permanent Health Fund For Higher Ed,7503 - Telecommunications – Long Distance,$168
2017,Education,Texas A&M University System Health Science Center,0818 - Permanent Endowment Fund Tx A&M Hsc,7503 - Telecommunications – Long Distance,$199
2017,Education,Texas A&M University-Corpus Christi,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$661
2017,Education,Texas A&M University-Kingsville,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$163
2017,Education,Texas A&M Veterinary Medical Diagnostic Laboratory,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$6,505"
2017,Education,Texas Education Agency,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,099"
2017,Education,Texas Education Agency,0003 - State Technology Instructional Materials,7503 - Telecommunications – Long Distance,$4
2017,Education,Texas Education Agency,0044 - Permanent School Fund,7503 - Telecommunications – Long Distance,$219
2017,Education,Texas Education Agency,0148 - Gr Acct-Fed Health/Ed/Welfare,7503 - Telecommunications – Long Distance,"$1,528"
2017,Education,Texas Higher Education Coordinating Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,685"
2017,Education,Texas School for the Blind and Visually Impaired,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$612
2017,Education,Texas State Technical College System,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$14,259"
2017,Education,Texas State Technical College System,0237 - Gr Acct-Tx St Tech Coll Sys Curr,7503 - Telecommunications – Long Distance,"$1,062"
2017,Education,Texas State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$40
2017,Education,University of Houston-Clear Lake,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$77
2017,Education,University of Houston-Clear Lake,0229 - Gr Acct-U Of H Clear Lake Curr,7503 - Telecommunications – Long Distance,$9
2017,Education,University of North Texas,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$13
2017,Education,University of North Texas Health Science Center at Fort Worth,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$6,346"
2017,Education,University of North Texas Health Science Center at Fort Worth,0280 - Gr Acct-Univ Of North Texas Hsc Current,7503 - Telecommunications – Long Distance,$124
2017,Education,University of North Texas System,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$5,799"
2017,Education,University of Texas at Austin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,681"
2017,Education,University of Texas at Austin,0011 - Available University Fund,7503 - Telecommunications – Long Distance,"$1,523"
2017,Education,University of Texas at Austin,0248 - Gr Acct-Univ Tx At Austin Curr,7503 - Telecommunications – Long Distance,"$1,335"
2017,Education,University of Texas at El Paso,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$721
2017,Education,University of Texas at El Paso,0817 - Permanent Endowment Fund Ut At El Paso,7503 - Telecommunications – Long Distance,$72
2017,Education,University of Texas Medical Branch at Galveston,0810 - Permanent Health Fund For Higher Ed,7503 - Telecommunications – Long Distance,$869
2017,Education,University of Texas Medical Branch at Galveston,0814 - Perm Endowmt Fd Ut Med Branch Galveston,7503 - Telecommunications – Long Distance,$59
2017,Education,University of Texas of the Permian Basin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$12,160"
2017,Education,University of Texas of the Permian Basin,0251 - Gr Acct-Ut Permian Basin Curr,7503 - Telecommunications – Long Distance,"$3,522"
2017,Education,University of Texas Rio Grande Valley,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$63
2017,Education,University of Texas System,0011 - Available University Fund,7503 - Telecommunications – Long Distance,$162
2017,Education,West Texas A&M University,0263 - Gr Acct-West Tex A&M University Current,7503 - Telecommunications – Long Distance,"$19,897"
2017,Employee Benefits,Employees Retirement System of Texas,0929 - Social Security Admin Tr Acct,7503 - Telecommunications – Long Distance,$145
2017,Employee Benefits,Employees Retirement System of Texas,0943 - St Emp Cafeteria Plan Tr Fd,7503 - Telecommunications – Long Distance,"$1,186"
2017,Employee Benefits,Employees Retirement System of Texas,"0945 - Def Compensation Trust Fd, Ers",7503 - Telecommunications – Long Distance,$268
2017,Employee Benefits,Employees Retirement System of Texas,0946 - Texasaver Trust Fund,7503 - Telecommunications – Long Distance,$591
2017,Employee Benefits,Employees Retirement System of Texas,0955 - S.E.R.S. Trust Account,7503 - Telecommunications – Long Distance,"$61,545"
2017,Employee Benefits,Employees Retirement System of Texas,0973 - Employee Ins Benefit Trust Acct,7503 - Telecommunications – Long Distance,"$49,578"
2017,Employee Benefits,Employees Retirement System of Texas,0977 - Law Enf/Cust Off Supp Retmt Fd,7503 - Telecommunications – Long Distance,"$3,472"
2017,Employee Benefits,Employees Retirement System of Texas,0993 - Jud Ret Sys-Plan Two Trust Fd,7503 - Telecommunications – Long Distance,$749
2017,General Government,Attorney General,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$30,101"
2017,General Government,Attorney General,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,$899
2017,General Government,Attorney General,0469 - Gr Acct-Comp To Victims Of Crime,7503 - Telecommunications – Long Distance,$352
2017,General Government,Attorney General,5010 - Gr Acct - Sexual Assault Program,7503 - Telecommunications – Long Distance,$197
2017,General Government,Comptroller of Public Accounts,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,079"
2017,General Government,Court of Appeals-Eighth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$267
2017,General Government,Court of Appeals-Fifth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$739
2017,General Government,Court of Appeals-Seventh Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$185
2017,General Government,Court of Appeals-Tenth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$159
2017,General Government,Court of Appeals-Twelfth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$707
2017,General Government,Governor-Executive,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$246
2017,General Government,Governor-Fiscal,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,097"
2017,General Government,Governor-Fiscal,0224 - Gr Acct-Governors Ofc Federal Proj,7503 - Telecommunications – Long Distance,$37
2017,General Government,Governor-Fiscal,0421 - Gr Acct-Crim Justice Planning,7503 - Telecommunications – Long Distance,$229
2017,General Government,Governor-Fiscal,5003 - Gr Acct-Hotel Occ Tax For Economic Devel,7503 - Telecommunications – Long Distance,$30
2017,General Government,Governor-Fiscal,5106 - Gr Acct - Economic Dev Bank,7503 - Telecommunications – Long Distance,$300
2017,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$330
2017,General Government,Office of Capital and Forensic Writs,5073 - Gr Acct-Fair Defense,7503 - Telecommunications – Long Distance,$747
2017,General Government,Office of Court Administration,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$65
2017,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,471"
2017,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,727"
2017,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$483
2017,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,$39
2017,General Government,Texas State Library and Archives Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,442"
2017,General Government,Texas State Library and Archives Commission,0118 - Gr Acct-Fed Pub Library Svc,7503 - Telecommunications – Long Distance,$84
2017,Health and Human Services,Department of Aging and Disability Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,216"
2017,Health and Human Services,Department of Family and Protective Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$110,634"
2017,Health and Human Services,Department of State Health Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,645"
2017,Health and Human Services,Department of State Health Services,0273 - Gr Acct-Fed Health & Health Lab Funding,7503 - Telecommunications – Long Distance,$138
